Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL187388,Lufthansa,Pune,New York Airport,2025-10-07,08:05,02:01,17h 56m,0,13604.5,Economy,8,Autumn,Tuesday,Boeing 787 Dreamliner,Mobile App,3,
FL153235,GoFirst,Kolkata,Pune,2026-06-05,3:00 PM,7:23 PM,4h 24m,1 stop,1691.1,Economy,59,Monsoon,Friday,Airbus A321,Website,5,5961.45
FL147750,Etihad Airways,London,Doha,2026-10-21,13:50,21:26,7h 37m,non-stop,5548.6,Business,3,Autumn,Wednesday,Airbus A350,Mobile App,1,200000
FL167859,GoFirst,Ahmedabad,Bangalore,2025-07-02,05:55,08:04,2h 09m,0,,Economy,14,Monsoon,Wednesday,Airbus A321,Website,3,6170.93
FL100877,spicejet,Bangalore,Pune Airport,2025-01-01,10:10,13:12,3h 02m,1,756.3,First,21,Winter,Wednesday,Airbus A321,Website,1,14289.98
FL143819,SpiceJet,Chennai,Mumbai Airport,2026-08-29,19:25,11:29 PM,4h 05m,2,1089.1,Economy,18,Monsoon,Saturday,ATR 72,Travel Agent,,3816.34
FL105813,Vistara,Frankfurt,Sydney,2026-10-27,3:10 AM,3:01 AM,1431 min,1,17038.7,Economy,31,Autumn,Tuesday,Airbus A350,Mobile App,1,86525.93
FL120086,Etihad Airways,Kolkata,New York,2026-07-21,5:50 PM,13:18,,1 stop,13640.6,Premium Economy,37,Monsoon,Tuesday,Boeing 787 Dreamliner,Travel Agent,4,170165.24
FL112402,Thai Airways,Kolkata,Bangkok Airport,2025-10-14,6:05 AM,10:04 AM,3h 59m,1,1642.7,Economy,14,Autumn,Tuesday,Boeing 777,Website,2,15518.48
FL176699,Singapore Airlines,Ahmedabad,London,2026-05-17,5:40 AM,4:56 PM,11h 17m,1,7356.2,Economy,30,Summer,Sunday,,Website,2,87393.41
FL107697,Singapore Airlines,Hyderabad Airport,Sydney,2025-06-13,3:15 AM,,13.26,non-stop,9953.8,Economy,3,Monsoon,Friday,Airbus A320,Airport Counter,1,159813.98
FL188758,Thai Airways,Bangkok,Jaipur Airport,2026-04-13,13:30,5:50 PM,,0,2994.3,Premium Economy,,Summer,,Airbus A350,Mobile App,1,47537.11
FL151782,Thai Airways,BKK,Goa Airport,2025-09-15,06:05,10:25,4h 20m,0,2993.4,Premium Economy,139,Monsoon,Monday,Airbus A380,Third-Party,1,38294.07
FL118337,Vistara,Mumbai,Kolkata,2025-07-22,15:05,5:51 PM,2h 47m,0,,,1,Monsoon,Tuesday,ATR 72,,1,17932.34
FL186683,British Airways,MAA,London,2026-06-07,04:50,3:51 PM,11h 02m,0,8215.6,Economy,18,Monsoon,,Boeing 787 Dreamliner,Website,3,96690.3
FL160216,Lufthansa,Singapore,Hyderabad,2026-10-11,10:30 PM,06:26,7h 56m,2,3297.6,Premium Economy,6,Autumn,Sunday,Airbus A320,Mobile App,3,35406.46
FL196033,Emirates,Singapore,Doha,2026-05-06,16:10,2:54 AM,10h 44m,1 stop,6615.9,Economy,137,Summer,Wednesday,Airbus A350,Travel Agent,4,57104.2
FL157546,AIR INDIA,Ahmedabad Airport,Hyderabad Airport,2025-07-23,06:45,10:05,3h 21m,1 stop,933.8,Premium Economy,7,Monsoon,Wednesday,Airbus A321,Airport Counter,one,8581.77
FL139820,Etihad Airways,Bangkok,Doha,2025-07-19,07:45,16:54,9h 09m,1 stop,5382.6,First,0,Monsoon,Saturday,Airbus A320,Website,1,200000
FL181576,Singapore Airlines,Delhi,Bangkok,2026-04-25,1:40 PM,6:11 PM,4h 32m,,3142.5,Economy,3,Summer,Saturday,,Travel Agent,3,66721.18
FL195279,Indigo,Chennai Airport,Delhi,2026-09-10,02:00,05:54,3h 54m,1,1845.4,Business,15,Monsoon,Thursday,ATR 72,Website,2,21401.1
FL184057,British Airways,Mumbai,Singapore,,11:25 PM,06:36,7h 12m,1 stop,3989.9,Economy,12,Monsoon,Sunday,Airbus A380,Mobile App,2,49536.78
FL155654,Qatar Airways,London,Frankfurt,2026-04-30,06:35,07:55,1h 20m,non-stop,654.1,Economy,16,Summer,Thursday,,Mobile App,2,15000
FL157736,Qatar Airways,LHR,Goa,2025-06-13,5:20 AM,5:08 PM,11h 48m,1,8018.0,Business,38,Monsoon,Friday,Airbus A320,Website,2,200000
FL153440,,Chennai,Ahmedabad,2025-11-05,15:30,7:14 PM,3h 44m,1,1464.8,Economy,14,Autumn,Wednesday,ATR 72,Website,2,6286.84
FL172627,Indigo,Jaipur Airport,Bangalore,2025-06-28,08:05,10:37 AM,2h 32m,non-stop,1589.9,Economy,6,Monsoon,Saturday,Airbus A320,Third-Party,2,9020.4
FL191820,Singapore Airlines,DEL,Doha,2025-12-09,03:15,08:17,5h 03m,1,2745.1,,34,Winter,Tuesday,Boeing 787 Dreamliner,Third-Party,1,61238.65
FL168826,GoFirst,Bangalore,Ahmedabad Airport,2026-03-20,11:25,1:30 PM,2h 05m,0,1237.3,Economy,7,Summer,Friday,ATR 72,Travel Agent,2,7758.13
FL162135,GOFIRST,Delhi Airport,Bangalore,2025-12-27,9:55 PM,00:40,2h 46m,0,1767.1,Business,6,Winter,Saturday,ATR 72,Mobile App,3,25000
FL162949,Qatar Airways,Jaipur,Doha,2025-03-17,17:20,9:11 PM,3h 51m,0,2616.6,Premium Economy,23,Summer,Monday,Airbus A380,Website,1,50868.75
FL187984,Indigo,,PNQ,2026-09-07,8:55 AM,12:17,3.37,1,925.7,Premium Economy,13,Monsoon,Monday,Airbus A321,Mobile App,4,5264.77
FL177637,AirAsia India,,Pune Airport,2025-05-25,13:40,16:08,149 min,,516.0,Premium Economy,25,Summer,Sunday,Airbus A320,Travel Agent,2,3963.31
FL168041,Thai Airways,London Airport,Kolkata,2026-02-11,17:40,06:46,13h 06m,2,8214.0,Economy,19,Winter,Wednesday,Boeing 777,Travel Agent,2,78962.09
FL172878,Singapore Airlines,Ahmedabad,LHR,,21:30,08:40,11h 11m,1,7033.4,Economy,17,Monsoon,Wednesday,Airbus A380,Travel Agent,3,50251.27
FL113805,Indigo,Pune,Jaipur,2025-07-07,01:05,02:53,1h 48m,0,1017.0,Economy,21,Monsoon,Monday,Airbus A320,Mobile App,2,6130.02
FL193227,Emirates,CCU,LHR,2025-06-04,1:30 AM,1:29 PM,12h 00m,1,7974.1,Economy,38,Monsoon,Wednesday,,Travel Agent,2,53866.4
FL176777,spicejet,Ahmedabad,Delhi,2026-04-12,02:15,4:58 AM,2h 43m,1,790.5 km,Economy,10,Summer,Sunday,Airbus A321,,3,4389.03
FL124483,Emirates,New York,MAA,2026-06-06,08:40,03:00,18h 21m,non-stop,13920.9,Economy,167,Monsoon,Saturday,Airbus A380,Airport Counter,1,133371.05
FL162210,Lufthansa,Goa,Singapore,2026-12-05,6:05 AM,11:32 AM,5.46,non-stop,3869.2,Economy,13,Winter,Saturday,Boeing 777,Mobile App,1,62641.63
FL166921,Emirates,Mumbai,New York,2026-09-11,8:05 PM,14:31,18.45,1,12835.4,Business,12,Monsoon,Friday,Boeing 787 Dreamliner,Third-Party,2,200000
FL134832,Etihad Airways,Dubai,DOH,2026-11-03,10:45 AM,11:44,0.99,non-stop,384.9,Economy,4,Autumn,Tuesday,Boeing 787 Dreamliner,Website,1,15000
FL186700,Vistara,Hyderabad,Chennai,2026-08-23,6:00 AM,8:42 AM,2h 43m,1,544.0,Economy,156,Monsoon,Sunday,Airbus A321,,1,3313.47
FL162769,Thai Airways,London,Bangalore Airport,2025-07-08,6:50 AM,19:27,758 min,1 stop,8238.5,Economy,35,Monsoon,Tuesday,Boeing 777,Travel Agent,1,65253.21
FL134131,Etihad Airways,JFK,Hyderabad,2026-09-20,02:00,,18.50,1,13168.1,Economy,45,,Sunday,Boeing 787 Dreamliner,Mobile App,1,116769.42
FL181470,Qatar Airways,New York,Jaipur Airport,2026-03-26,02:55,9:03 PM,18h 09m,1,12400.5,Economy,46,Summer,Thursday,Airbus A320,Website,1,
FL133930,BRITISH AIRWAYS,Dubai,Delhi,2025-11-16,17:45,9:12 PM,3.45,non-stop,2303.3,Business,60,Autumn,Sunday,Airbus A350,Travel Agent,3,68069.95
FL176095,Vistara,Mumbai,Kolkata,2025-04-20,08:40,1:03 PM,4h 23m,1,1740.6,,2,Summer,Sunday,Airbus A320,Airport Counter,1,25000
FL160850,Etihad Airways,Delhi Airport,New York,2025-05-21,9:25 PM,16:42,19h 18m,2,12010.6,,14,Summer,Wednesday,Airbus A380,Website,2,200000
FL104901,Emirates,Bangkok Airport,Sydney,,23:30,12:05,756 min,1,8077.6,Economy,3,Autumn,Thursday,Airbus A350,Mobile App,1,125483.19
FL164737,AirAsia India,Hyderabad,Goa,2026-12-10,2:05 AM,04:40,2h 35m,1 stop,574.7,Premium Economy,40,Winter,Thursday,ATR 72,Travel Agent,2,2693.33
FL197661,british airways,Kolkata,Dubai Airport,2026-10-22,02:20,,296 min,0,3457.2,Premium Economy,113,Autumn,Thursday,Boeing 787 Dreamliner,Website,3,"Rs. 39,819.88"
FL135754,Etihad Airways,Jaipur,Bangkok,2026-12-30,9:35 AM,2:07 PM,4.54,non-stop,3148.3,Premium Economy,66,Winter,Wednesday,Airbus A350,Website,4,39116.89
FL137189,vistara,,Singapore,2025-06-16,13:35,06:32,16h 58m,1,11573.1,Economy,,Monsoon,,Boeing 777,Travel Agent,2,158060.56
FL108756,Emirates,Singapore,BLR,2025-11-05,18:45,12:52 AM,6.13,1 stop,3363.0,Business,9,Autumn,Wednesday,Airbus A380,Mobile App,2,74675.17
FL123777,British Airways,Sydney Airport,New York,2025-02-27,10:15,09:34,23.33,1 stop,16799.2,Economy,45,Winter,Thursday,Airbus A380,Website,2,200000
FL144507,Singapore Airlines,Chennai,Sydney,2025-04-03,12:25 AM,14:55,14h 30m,1 stop,9641.3,Business,11,Summer,Thursday,Airbus A320,Website,1,200000
FL135412,Emirates,Bangalore,London,2026-03-21,02:05,2:41 PM,757 min,1 stop,8077.9,Economy,25,Summer,Saturday,Airbus A350,Website,1,91811.1
FL194268,QATAR AIRWAYS,DXB,Chennai Airport,2025-12-05,22:55,03:16,4h 21m,non-stop,3009.3,Business,5 days,Winter,Friday,Boeing 787 Dreamliner,Website,3,176572.83
FL166621,Thai Airways,Bangkok Airport,Singapore,2026-11-11,16:35,22:13,5h 39m,2 stops,1470.4,Premium Economy,59,Autumn,Wednesday,Airbus A380,Travel Agent,4,15000
FL143455,Etihad Airways,Frankfurt,Singapore,2025-11-07,01:40,17:28,15h 49m,1,10722.5,Economy,,Autumn,Friday,Airbus A380,,3,110190.18
FL162526,Qatar Airways,LHR,Mumbai,2026-02-23,17:20,5:29 AM,12.16,2,7206.1,Economy,,Winter,Monday,Airbus A320,Website,2,112827.55
FL158856,THAI AIRWAYS,Bangkok Airport,,2025-02-24,7:00 PM,8:50 AM,13h 51m,2,7668.7,Premium Economy,101,Winter,Monday,Boeing 787 Dreamliner,Third-Party,2,81745.59
FL185209,Indigo,Goa,Delhi,2026-12-25,10:00 PM,00:29,2h 30m,non-stop,1558.4,Economy,23,Winter,Friday,Boeing 737,Website,1,11774.14
FL147183,Emirates,London,Delhi,2025-08-29,02:25,1:09 PM,10h 45m,1,7144.6,Premium Economy,29,Monsoon,Friday,Boeing 777,Website,1,72978.66
FL186458,Indigo,,Goa,2025-12-16,6:50 AM,7:48 AM,0h 59m,,,First,2,Winter,Tuesday,Boeing 737,Website,2,13271.27
FL105308,Vistara,Ahmedabad,Hyderabad Airport,2025-07-01,6:05 PM,7:45 PM,1h 40m,non-stop,912.1,Economy,45,Monsoon,Tuesday,Boeing 737,Third-Party,4,4960.85
FL153779,Etihad Airways,JFK,Ahmedabad,2025-04-24,10:35 AM,03:29,16h 55m,0,12800.0,Economy,6,Summer,Thursday,Airbus A350,Airport Counter,1,200000
FL171910,Singapore Airlines,Sydney,New York Airport,2025-05-28,5:30 AM,04:06,22h 36m,0,17240.6,Economy,89,Summer,,Boeing 787 Dreamliner,Website,1,289.37
FL196769,Vistara,Ahmedabad Airport,Delhi Airport,2026-03-14,08:40,12:39,4h 00m,2,793.3,Premium Economy,44 days,Summer,Saturday,ATR 72,Mobile App,5,6599.7
FL110612,Etihad Airways,Pune Airport,BKK,2025-04-27,8:20 PM,00:40,4h 20m,non-stop,2996.4,Business,4,Summer,Sunday,Airbus A350,Mobile App,2,137684.81
FL123826,,Delhi,SIN,2026-12-05,15:40,21:32,5.88,0,4195.0,Economy,26,Winter,Saturday,Airbus A320,Airport Counter,1,58462.78
FL186213,British Airways,Singapore,Chennai,2026-06-03,2:20 AM,06:40,4h 21m,0,3002.0,Business,1,Monsoon,Wednesday,Boeing 787 Dreamliner,Website,4,"Rs. 200,000.00"
FL113227,AirAsia India,Delhi Airport,Chennai Airport,2026-10-22,11:50 PM,2:35 AM,2h 45m,0,1758.2,Economy,63,Autumn,Thursday,Boeing 737,Mobile App,3,8530.63
FL146245,Singapore Airlines,Sydney,Bangalore,2025-06-05,00:35,1:17 PM,12h 43m,0,9522.6,Economy,38,Monsoon,Thursday,,Airport Counter,2,89750.71
FL177839,AirAsia India,Chennai,Mumbai,2025-08-20,03:55,5:46 AM,1.87,0,1065.8,Economy,73,Monsoon,Wednesday,Airbus A321,Mobile App,1,3214.12
FL195074,Lufthansa,Dubai,JFK,2025-07-06,05:10,9:26 PM,976 min,1,11295.9,Premium Economy,13,Monsoon,Sunday,Airbus A380,Website,3,181433.44
FL166539,Etihad Airways,Bangalore,DOH,2026-03-31,16:35,9:18 PM,4h 43m,0,3291.1,Business,31,Summer,,Boeing 787 Dreamliner,Travel Agent,1,95295.3
FL124545,British Airways,Sydney Airport,Hyderabad,2025-06-29,15:05,04:13,13h 08m,non-stop,9858.0,Economy,27,Monsoon,Sunday,Boeing 787 Dreamliner,Mobile App,3,
FL153644,GoFirst,Delhi,Pune,2026-05-31,12:25,14:28,2h 04m,0,1215.6,Economy,80,Summer,Sunday,Airbus A320,Travel Agent,2,6973.55
FL125229,SpiceJet,BOM,Hyderabad,2026-09-15,02:45,05:16,2h 31m,1,644.5,First,26,Monsoon,Tuesday,Airbus A321,,1,10572.07
FL146944,Etihad Airways,Jaipur,Singapore,,19:15,02:43,,1 stop,4408.0,Economy,19,Autumn,,Airbus A380,Website,1,34933.54
FL110802,Thai Airways,Singapore,Sydney,2025-04-22,02:25,,648 min,1,6729.6,Economy,85,Summer,Tuesday,Airbus A320,Airport Counter,3,67302.0
FL168610,,Singapore Airport,Jaipur,2026-09-09,,23:16,7h 31m,1,4338.0,Economy,160,Monsoon,Wednesday,Airbus A320,Website,one,37253.83
FL144673,British Airways,Frankfurt,Sydney,2025-03-02,19:40,19:45,24h 06m,1,,Economy,38,Summer,Sunday,Airbus A320,,4,140565.54
FL164747,AirAsia India,Jaipur,PNQ,,12:15,,1h 46m,non-stop,989.6,Economy,26,Monsoon,Saturday,ATR 72,Mobile App,3,5500.6
FL150583,Thai Airways,London,New York,2025-02-23,09:35,19:00,9h 25m,1,5779.0 km,Economy,13,Winter,Sunday,Boeing 777,Website,2,69040.83
FL182586,Lufthansa,Kolkata Airport,London,2025-06-09,10:35,9:23 PM,10h 48m,0,8039.5,Business,116,Monsoon,Monday,Boeing 777,Airport Counter,1,200000
FL138623,Indigo,Jaipur Airport,Ahmedabad,2026-07-12,09:50,11:01,1h 12m,0,544.7,Economy,23,Monsoon,Sunday,Airbus A320,Website,1,2789.07
FL150071,Vistara,JAI,GOI,2026-08-08,21:15,12:59 AM,3h 45m,1 stop,1329.1,Economy,,Monsoon,Saturday,,Third-Party,2,5259.37
FL164643,Singapore Airlines,,Hyderabad,2025-10-11,7:00 PM,2:58 AM,7h 59m,2,3120.0,Economy,39,Autumn,Saturday,Airbus A350,Mobile App,2,27277.07
FL133452,British Airways,Doha,Singapore,2026-10-01,6:40 PM,04:46,10h 07m,1,,Premium Economy,20,Autumn,Thursday,Boeing 777,Mobile App,2,85189.15
FL146659,Etihad Airways,New York,Hyderabad,2025-07-25,13:00,09:14,20.25,2,13292.4,Economy,3,Monsoon,Friday,Airbus A380,Website,2,200000
FL150563,Indigo,Delhi,Chennai,2026-09-18,08:45,11:32,2h 47m,0,,Economy,11,Monsoon,Friday,Airbus A320,Travel Agent,2,13369.96
FL195664,GoFirst,Jaipur Airport,MAA,2026-11-15,15:30,8:47 PM,5.29,2 stops,1723.4,Premium Economy,22,Autumn,Sunday,Boeing 737,Mobile App,1,12992.5
FL115518,Singapore Airlines,,Bangalore Airport,,23:30,09:43,10h 14m,0,7586.3,Economy,110,Monsoon,,Boeing 787 Dreamliner,,2,81082.96
FL181375,Emirates,Dubai,Sydney Airport,2025-11-25,02:35,18:50,16h 15m,0,12287.8,Premium Economy,41,Autumn,Tuesday,Boeing 777,Third-Party,2,180121.12
FL155115,,Mumbai Airport,Chennai,2026-06-02,11:20 AM,13:12,1.88,0,1075.3,Business,83,Monsoon,Tuesday,Airbus A321,Mobile App,2,14166.44
FL157977,,Frankfurt,New York,2026-01-29,14:20,12:53 AM,10h 33m,1,6449.3,Premium Economy,7,Winter,Thursday,Airbus A320,Travel Agent,3,117367.92
FL157430,Qatar Airways,Sydney Airport,Pune,2025-03-13,16:15,7:02 AM,887 min,1,10095.6 km,Premium Economy,5,Summer,Thursday,Airbus A350,Website,1,200000
FL193741,Emirates,JAI,Sydney Airport,2025-02-02,04:40,8:45 PM,,1,,Business,3,Winter,Sunday,Airbus A350,Travel Agent,2,200000
FL113159,SpiceJet,Bangalore Airport,Mumbai Airport,2025-02-12,6:10 AM,09:14,3h 05m,1 stop,886.1,Economy,35,Winter,Wednesday,ATR 72,Website,1,2733.45
FL108929,AirAsia India,MAA,Ahmedabad,2025-07-08,7:25 AM,1:16 PM,5h 51m,2 stops,1375.9,Business,33,Monsoon,Tuesday,ATR 72,Website,3,9746.51
FL150164,Singapore Airlines,Chennai,Sydney Airport,2025-10-29,7:50 PM,8:50 AM,13.01,non-stop,9760.0,Premium Economy,98,,Wednesday,Boeing 777,Travel Agent,1,144983.78
FL161052,Air India,MAA,Jaipur,2026-06-03,12:20 AM,02:59,2h 39m,0,1678.2,Economy,5,Monsoon,Wednesday,Airbus A321,Website,2,12751.43
FL186849,Indigo,Ahmedabad,Chennai,2025-06-06,07:40,11:28,3h 48m,1 stop,1389.7,Premium Economy,38,Monsoon,Friday,Airbus A321,,4,9717.88
FL114434,Emirates,Doha,Kolkata,2025-12-03,12:10,17:29,5h 20m,non-stop,3769.3,Economy,0,Winter,Wednesday,,Third-Party,1,70490.5
FL137468,,Sydney,CCU,2025-03-06,09:55,00:10,14.26,1,9792.4,Economy,10,Summer,Thursday,Airbus A380,Mobile App,2,100162.47
FL172486,Qatar Airways,Delhi,Singapore,2025-01-17,2:15 PM,,5h 50m,0,4159.9,Economy,1,Winter,Friday,Boeing 787 Dreamliner,Mobile App,2,97789.61
FL167520,Thai Airways,New York,Dubai,2026-10-16,9:40 AM,1:01 AM,15h 21m,0,11583.4,Economy,177,Autumn,Friday,Boeing 777,Website,2,152964.29
FL192864,British Airways,Sydney,FRA,2025-06-24,15:35,13:47,22.22,non-stop,16938.1,Economy,17,Monsoon,Tuesday,,Third-Party,1,200000
FL169477,ETIHAD AIRWAYS,Goa,London Airport,2026-12-01,5:45 AM,19:24,13h 40m,2 stops,7707.6,Premium Economy,8,Winter,Tuesday,Airbus A320,Website,2,116499.46
FL103075,Qatar Airways,Ahmedabad,SIN,2026-01-05,11:30,18:48,,1 stop,4330.4,Economy,165,Winter,Monday,Airbus A380,Website,1,30991.56
FL149051,Emirates,Doha,Singapore,2025-08-21,7:10 PM,03:52,8h 42m,0,6399.6,Economy,178,Monsoon,Thursday,Airbus A380,Third-Party,1,45515.87
FL192526,Air India,Jaipur Airport,PNQ,2025-11-07,8:10 AM,12:57,4h 47m,2,980.3,Economy,36,Autumn,,Airbus A320,Website,1,4558.31
FL185936,Etihad Airways,New York,BLR,2026-07-06,01:25,9:56 PM,20h 31m,2,14019.5,Premium Economy,0,Monsoon,Monday,Airbus A320,Website,2,200000
FL116145,GoFirst,Pune,Chennai,2025-01-07,04:25,6:06 AM,1h 42m,0,934.2,Economy,8,,Tuesday,Airbus A321,Website,1,5525.45
FL144775,spicejet,AMD,MAA,2025-06-19,14:15,4:34 PM,2h 20m,non-stop,1426.8,Business,41,Monsoon,Thursday,Airbus A321,Mobile App,1,19131.0
FL104681,Etihad Airways,Goa,Dubai,2026-03-06,19:45,12:55 AM,5h 11m,1,2329.2,Premium Economy,1,Summer,Friday,Airbus A320,Mobile App,2,72531.63
FL114748,Etihad Airways,Delhi Airport,LHR,2025-09-29,10:35,11:04 PM,750 min,2 stops,,Economy,5,Monsoon,Monday,Airbus A320,Website,1,63550.76
FL159524,AirAsia India,Goa,Jaipur Airport,2025-01-13,9:55 PM,01:36,3h 41m,1,1395.2,First,51,Winter,Monday,ATR 72,Mobile App,3,25000
FL144618,Vistara,FRA,DOH,2025-12-13,16:25,11:09 PM,6h 45m,0,4870.4,Economy,122,Winter,Saturday,Boeing 787 Dreamliner,Travel Agent,1,40897.12
FL189200,Indigo,Ahmedabad Airport,Hyderabad,2026-04-14,07:15,10:08,2h 53m,1,900.0,Economy,8,Summer,Tuesday,Boeing 737,Website,1,5038.63
FL161803,Vistara,FRA,Dubai Airport,2025-08-28,6:30 AM,15:09,8h 39m,1 stop,5019.2,Economy,13,Monsoon,Thursday,Boeing 787 Dreamliner,Mobile App,2,57349.52
FL109410,,Kolkata,New York,2025-12-31,19:15,2:00 PM,18h 46m,1,12910.0,Economy,45,Winter,Wednesday,Boeing 787 Dreamliner,Third-Party,1,
FL190933,Lufthansa,,Goa,2026-06-19,,11:54 AM,5h 00m,1 stop,,Economy,15,Monsoon,Friday,Boeing 787 Dreamliner,Website,3,28370.12
FL152740,Qatar Airways,,Hyderabad Airport,2026-02-27,14:05,7:33 PM,5h 28m,1 stop,3079.4,,20,Winter,Friday,Airbus A350,Mobile App,2,44668.13
FL145420,Etihad Airways,Frankfurt Airport,DXB,2026-09-12,2:10 PM,9:18 PM,7h 09m,non-stop,5182.7,Economy,4,,Saturday,Boeing 787 Dreamliner,Website,,79537.17
FL120090,Thai Airways,Mumbai,SIN,2025-01-02,22:45,05:32,6.79,1,,Economy,41,Winter,Thursday,Boeing 787 Dreamliner,Website,3,29227.01
FL135746,Thai Airways,,Chennai,2026-12-31,19:45,11:59,16h 15m,2,9716.0,Premium Economy,43,Winter,Thursday,Airbus A320,Mobile App,4,113349.29
FL148201,Qatar Airways,Dubai,Ahmedabad,,11:20,15:55,4h 36m,1,,Economy,7,Summer,Tuesday,Boeing 777,Mobile App,,33643.88
FL137732,Lufthansa,LHR,GOI,2026-03-26,23:55,12:48,12h 54m,2,7663.4,Economy,19,Summer,Thursday,Boeing 787 Dreamliner,Mobile App,1,74009.54
FL117198,Vistara,Hyderabad,Singapore,2026-11-18,12:35,18:32,5h 57m,1,3403.7,Economy,166,Autumn,Wednesday,Airbus A350,Website,2,27366.56
FL136105,Emirates,Frankfurt,SYD,2025-03-05,9:15 PM,19:26,22h 11m,0,16916.1,Economy,132,Summer,Wednesday,Airbus A380,Airport Counter,1,151859.23
FL147505,Etihad Airways,Doha,JAI,2025-06-26,7:50 AM,1:15 PM,5h 25m,1 stop,2497.2,Premium Economy,10,Monsoon,Thursday,Airbus A350,Airport Counter,2,37655.88
FL158739,Lufthansa,Doha,Frankfurt,2026-03-25,5:20 PM,11:48 PM,6h 29m,0,4664.8,Economy,78,Summer,,Airbus A320,Third-Party,3,41450.15
FL189727,Thai Airways,Bangalore,Dubai Airport,2025-09-29,3:05 PM,20:16,5h 11m,1,,Business,8,Monsoon,Monday,Boeing 777,Website,1,83728.03
FL171356,Emirates,New York,Frankfurt,,1:10 PM,23:17,10h 07m,1,6329.9,,1,Monsoon,Saturday,,Third-Party,5,136083.74
FL168055,Vistara,Delhi,Frankfurt,2025-01-08,7:45 PM,,8h 38m,0,6339.4,Economy,35,Winter,Wednesday,Boeing 777,Mobile App,1,55208.87
FL195908,Qatar Airways,Jaipur,Singapore,2026-03-07,8:30 PM,2:26 AM,5h 56m,0,4243.3,Premium Economy,43,Summer,Saturday,Boeing 787 Dreamliner,Website,3,73793.45
FL166173,Qatar Airways,Jaipur,Singapore Airport,2025-05-27,15:35,23:01,,1 stop,4411.4,Premium Economy,34,Summer,Tuesday,Boeing 787 Dreamliner,Travel Agent,2,67581.66
FL131337,Lufthansa,Doha Airport,Goa,2026-03-22,20:20,00:22,4h 02m,0,2758.4,Economy,18,,Sunday,Airbus A380,Website,3,33409.55
FL150471,GoFirst,Jaipur,Hyderabad,2026-01-23,4:15 PM,8:31 PM,4h 16m,2,1154.0,Economy,92,Winter,Friday,Airbus A320,,3,3704.05
FL170490,SpiceJet,Bangalore,,2026-04-06,10:30,11:38,1h 08m,non-stop,499.8,,41,Summer,Monday,Boeing 737,Airport Counter,2,"Rs. 2,954.87"
FL169066,Emirates,DXB,Goa Airport,2026-10-02,7:05 AM,11:51,4.78,,2350.0,Business,4,Autumn,Friday,Airbus A320,Mobile App,1,103572.1
FL121027,Vistara,Sydney,Hyderabad,2025-08-12,00:50,1:36 PM,,0,9576.1,Business,39,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,1,189350.69
FL134323,SpiceJet,,Mumbai,2026-07-19,10:30,1:46 PM,3h 17m,1,891.8,Economy,39,Monsoon,Sunday,Airbus A321,Mobile App,3,3244.22
FL111756,,Goa,Frankfurt,,17:05,4:38 AM,11.56,1,7433.0,Economy,115,Autumn,Thursday,Boeing 777,Airport Counter,2,63356.39
FL104390,British Airways,Hyderabad,Sydney,2026-11-14,14:05,3:48 AM,13h 44m,,10316.1,Economy,3,Autumn,Saturday,Boeing 777,Mobile App,1,
FL181981,Emirates,Delhi,Singapore,2025-08-29,5:55 AM,11:57 AM,6h 02m,0,4318.2,Business,5,Monsoon,Friday,Boeing 787 Dreamliner,Mobile App,1,181381.48
FL142188,Emirates,GOI,Dubai,2025-07-03,12:20 PM,3:46 PM,207 min,0,2300.0,Economy,42,Monsoon,Thursday,Boeing 777,Third-Party,1,19065.09
FL105764,SpiceJet,Bangalore,Hyderabad,2025-11-07,23:10,00:21,1h 11m,0,535.5,Economy,7,Autumn,Friday,Boeing 737,Website,3,3446.47
FL119430,Singapore Airlines,FRA,HYD,2026-12-09,11:35,01:12,818 min,2,7587.7,Economy,37,Winter,Wednesday,Boeing 777,Website,1,44460.01
FL125874,Etihad Airways,Dubai,Doha,2025-08-31,12:30 AM,03:13,2.73,1 stop,,Premium Economy,9,Monsoon,Sunday,Airbus A380,Mobile App,1,15000
FL131610,Lufthansa,Ahmedabad,Doha Airport,2026-05-27,6:00 AM,9:15 AM,3h 15m,0,2148.0,Economy,78,Summer,,Airbus A350,Website,2,
FL157340,Thai Airways,Doha,FRA,2026-05-12,14:45,21:27,6h 43m,0,4844.0,Premium Economy,7,Summer,Tuesday,,Website,2,105354.8
FL134251,Singapore Airlines,Dubai,Doha Airport,2025-08-12,5:55 PM,18:55,1h 01m,0,398.5,Economy,38,Monsoon,Tuesday,Airbus A350,Mobile App,1,15000
FL104418,Lufthansa,Singapore Airport,Pune,2025-12-27,21:10,,,non-stop,4039.4 km,Premium Economy,41,Winter,Saturday,Boeing 777,Mobile App,1,75830.69
FL168154,Emirates,Doha,Bangkok,2026-07-29,12:00,8:53 PM,533 min,1,5493.7,Economy,39,,Wednesday,Boeing 787 Dreamliner,Website,1,36005.11
FL149678,Emirates,New York,Goa,2025-10-01,07:20,01:41,,non-stop,13932.2,Economy,171,Autumn,Wednesday,Airbus A320,Website,1,152925.83
